counter,file_name,strategy,inbound_time,inbound,outbound_time,outbound
1122,xo18949.json,Chat2,2023-04-16 14:41:35,"it is not illegal, so long as i will give you the relevant documents
backing up  the claim of the funds from the security company where it was
deposited
",2023-04-16 15:37:08,"Dear Sir/Madam,
Thank you for your response. I appreciate your willingness to provide relevant documents to back up your claim of the funds from the security company where it was deposited. However, I must inform you that I am not interested in pursuing this matter any further. I do not wish to be involved in any illegal or unethical activities.
Thank you for considering my previous message.
Best wishes,
Anita
"
1123,xo18949.json,Chat2,2023-04-16 15:45:36,"THANKS AND BYE FOR GOOD
",2023-04-16 17:45:24,"Dear Sir/Madam,
Thank you for your previous message. If you have any further questions or concerns, please do not hesitate to contact me. Have a good day.
Best wishes,
Anita
"
1124,xp43500.json,Chat2,2023-04-09 07:13:04,"  Office Of The Director,
                                International Remittance Department,
                                    Central Bank Of Nigeria,CBN,
                                      Central Bank Building Zone 2,
                                                Abuja-Nigeria
                                                    4/6/2023
Attention: Honorable Beneficiary,
Subject : Immediate Payment Of Your fund.
Dear Sir / Madam,
I have been directed by The Board Of Directors, Central Bank Of
Nigeria to inform you of the arrival of your fund and our resolve to
remit without further red-tap ism your fund into your nominated Bank
Account as soon as possible.
Please be reminded that after the expiration of 36 hours and we fail
to receive any positive response from you i will have no other option
than to cancel your payment procedures.
We apologize for the delay over the years to remit your fund into your
Bank Account. This has been as a result of bad leadership in our
country.
Thank you ,
Mrs. Cynthia Alejandro,
Foreign Operations Director,
International Remittance Department,
Central Bank Of Nigeria CBN.   
",2023-04-09 07:13:08,"Dear Mrs. Cynthia Alejandro,
Thank you for your email. I am glad to hear that my fund has arrived and that you are willing to remit it into my nominated bank account. I would like to proceed with the process as soon as possible.
Please let me know what information you need from me in order to complete the transfer. I am available to provide any necessary details.
Thank you for your assistance.
Best wishes,
Vincent
"
1125,xp43500.json,Chat2,2023-04-10 12:29:06,"Sir,
Happy Easter celebrations!
I hereby acknowledge the receipt of your latest mail which refers.
Kindly, send all these items : A copy of your valid Id or copy  of
your International Passport, details of your Contract /Inheritance
funds , a copy of your latest Utility Bill and finally  your secured
Telephone and Fax number  where you can be reached at any short notice
if the need arises.
As soon as i receive all these enumerated items we shall proceed with
the speed of light to make sure that your funds are wired into your
account which will be demanded later as soon as all your other
information has been keyed into our computing system for onward
procedure to activate your payment.
Thank you ,
Dr. Cynthia Alejandro.
",2023-04-10 13:12:26,"Dear Dr. Cynthia Alejandro,
Thank you for your email and Happy Easter to you too. I am a bit confused as to what you are referring to. Could you please provide me with more information about the items you are requesting? I am not sure what contract funds you are referring to or what payment you are trying to activate. 
Please provide me with more details so that I can better understand your request and provide you with the necessary information.
Thank you.
Best wishes,
Vincent
"
1126,xp43500.json,Chat2,2023-04-10 15:49:51,"Attention: Mr. Vincent ,
Hmm, i am a bit confused too as to your response to my reply  over
this payment issue .
Your name was published in the Government's  latest Gazette for
payment of Foreign Contractors who executed various contracts with the
Federal Government Of Nigeria, some years back and are scheduled to
receive their payments in the second quarter of this year.
Did you not execute any contract if i may ask? Please, be honest with
me and in any case you did not execute any contract just let me know
so that we can put heads together and come up with better idea.
I am waiting for your response.
My regards,
Dr. Cynthia Alejandro.
",2023-04-10 16:12:42,"Dear Dr. Cynthia Alejandro,
I'm sorry, but I have no knowledge of any contract executed with the Federal Government of Nigeria. I have never been involved in any business dealings with Nigeria or its government. I believe you may have contacted the wrong person.
Best wishes,
Vincent
"
1127,xp43500.json,Chat2,2023-04-10 17:37:09,"ok
",2023-04-10 18:12:23,"Sure, how may I assist you?
Best wishes,
Vincent
"
1128,xp43500.json,Chat2,2023-04-11 04:35:24,"Sir,
Without sounding in modest can i propose this to you ?
Apply for this fund release which has already been approved by the out
going President Of Nigeria, Mr. Mohammadu Buhari. GCFR, and i will
push the paper works to all the various Departments that needs to
append their signatures for the release of this fund and as soon as it
is finally approved and ready to be paid i will request for your
banking details where the fund will be paid into and from there you
can share it in this formulae:
You will be taking 60 percent while i take 40 percent and i assure you
that there will be no risk on this transaction.
Thank you,
Ms. Cynthia Alejandro.
",2023-04-11 05:12:12,"Dear Ms. Cynthia Alejandro,
Thank you for your email. However, I am not interested in any proposal that involves the release of funds from Nigeria. I have heard of many scams that originate from Nigeria and I do not wish to be involved in any illegal or unethical activities. 
I appreciate your offer, but I must decline.
Best wishes,
Vincent
"
1129,xp43500.json,Chat2,2023-04-11 07:18:36,"Sir,
I will do as soon as possible.
Thanks,
Cynthia
",2023-04-11 08:12:15,"Dear Sir/Madam,
I apologize, but I am not sure what your message is in reference to. Could you please provide me with more context or information so that I can better understand and respond to your message?
Best wishes,
Vincent
"
1130,xt39836.json,Classifier,2023-04-21 21:12:35,"  Hello,
Our company has funds available meant for Big loans.
Contact me if you are interested.
Best regards,
Michael Peter
EMAIL: 
mmcchhppet@gmail.com
",2023-04-21 21:12:36,"I have read what you wrote and I just want to be sure the risks.
Best wishes,
Eddie
"
1131,xt39836.json,Classifier,2023-04-26 15:11:23,"Which risk are you talking about?
",2023-04-26 16:12:50,"Sorry for the late response but I am just returned. Can I talk to you right now?
Best wishes,
Eddie
"
1132,xt39836.json,Classifier,2023-04-27 09:54:35,"Yes go ahead
",2023-04-27 10:26:20,"Sorry for the late response but I am just returned. Can I talk to you right now?
Best wishes,
Eddie
"
1133,xt39836.json,Classifier,2023-04-28 14:45:13,"I didn't hear from you again.
",2023-04-28 16:24:14,"Sorry for the late response but I am just returned. Can I talk to you right now?
Best wishes,
Eddie
"
1134,xu13527.json,Chat1,2023-04-20 18:27:35,"

From the Desk of Mallam Abubakar Malami.
Attorney General of the Federation
& Minister of Justice (Barrister)
Hello
COMPENSATION PAYMENT FOR 2023 FISCAL YEAR:
Sorry for making this contact through email since we could not reach
your phone number.
My name is Barrister Mallam Abubakar,Attorney General of the Federation
& Minister of Justice.A meeting
was held on your behalf by just concluded general
assembly within the countries concerning the unclaimed funds
denied to many people all over the world. Your funds will be release
to you by the paying bank for immediate payment .it was discovered
during this meeting that no funds has been paid to you all this years
of pursuit.The funds is now ready to be release to you since you have
been approved to receive/claim this compensation payment of $10.6 Millions usd
We have instructions to release your payment to you.
Kindly Forward,Your Names,Address,Telephone Number, Next of Kin and
Occupation,
Your International passport/ a driving license
 for
the release of your payment.
The Federal Republic Of Nigeria Government
is sorry for the delay of funds
release..
kindly send an email to this
email..{barristermallamabubakar890@gmail.com} to get an
immediate response
Best Regards,
Barrister Mallam Abubakar
Attorney General of the Federation
& Minister of Justice (Barrister)
",2023-04-20 18:27:43,"

Hello Barrister Mallam Abubakar,

Thank you for reaching out to me regarding the unclaimed funds. I appreciate the information you have provided. Can you please provide me with more details about the funds and how they were approved for me? Also, I would like to know which bank will be releasing the funds and what the process will be for me to receive them. 

Regarding the personal information you have requested, I am hesitant to provide my passport or driving license details. Can you please explain why this information is necessary for the release of the funds? 

Thank you for your time and assistance.

Best regards.

Best wishes,
Martha
"
1135,xu76709.json,Classifier,2023-04-14 21:24:57,"Good Day My Good Friend ,
No More Charges and no more fees of any kind.
Therefore You Have to Pay no dime,UNTIL YOU ARE PAID.
How are you ? I hope you are in Good Health and Body ? My office was
informed that you are no longer alive, but I refused to
believe that statement and decided to hear from the horse's mouth.
Secondly , you will not be asked to pay a dime until you are paid,
that is No Charges whatsoever until you receive your fund.
Thirdly, whatever the case may be , you will not be asked to
contribute any penny from your pocket until your funds are released to
you.
Even if you have to travel to any appointed paying center,there is a
provision to cater and pay for your flight ticket where you are to
receive your payment.
Thus,this arrangement is highly confidential and there will be a need for
you and my office to discuss this matter strictly on phone until you are
paid.
This information is only to a few approved short listed beneficiaries of
which you are among the approved beneficiary hence it is Not more than 3
recipients approved.
When I hear from you I will give you more vital information . UGLY
DAYS ARE OVER !
Yours Sincerely,
Ms Samira  Asma,Rose Adams (MEDIA DIRECTOR )
George Daniel (EXECUTIVE DIRECTOR)
WHAT APPS NUMBER: +44 74 52 33 8836
",2023-04-14 21:24:58,"I am a bit busy now, but I am definitely interesting about what you said. When can we talk further?
Best wishes,
Samuel
"
1136,xu76709.json,Classifier,2023-04-15 16:18:07,"MY DEAR  MR SAMUEL ,
Your statement has been noted.
I want you to kindly listen properly and understand what I am talking
about is that you will not pay anything before you get your
payment.
Firstly, i want you to know and understand that your payment will be
finalized without you paying any dime or any single dollars to any
person who claimed to be an official.
Therefore, you will not be asked to pay any money until your fund are
paid to you.
Hence there is a Chief Sponsor who takes care of all expense's and
charges and fees because the moment you are paid you will give him the
5% interest out of the 10.5 Million Part Payment Approved. THUS, No
PAYMENT OFFICER THAT WILL DEMAND ANY SINGLE PENNY FROM YOU.
In view of this , kindly SEND ME YOUR INTERNATIONAL PASSPORT AND YOUR
DIRECT TELEPHONE URGENTLY if you are  REALLY interested to receive
your fund by traveling to the PAYMENT CENTER for the signing of the
FINAL FUND RELEASE AUTHORITY DOCUMENTS.
The earlier you do this the better for the release of your fund,
because in the course of this Traveling  you will not be part of the
expenses such as your TRAVELING TICKET, ACCOMMODATION/RESERVATION AND
YOUR FEEDING WITHIN 3-4 DAYS WILL BE PAID BY THE CHIEF SPONSOR so you
are expected to contribute nothing until you are paid.
That is, you have nothing , i said nothing to contribute until you
receive your payment.
My Direct Phone number is + 44 74 52 33 88 36 for further discussion.
Also  WHAT APP NUMBER :+44 74 52 33 88 36.
This is Just The Little Human contribution to your financial plight.
This arrangement is strictly (only) for beneficiaries who are willing
to travel and finalize their payment by the investors.
Investors are not available for  beneficiaries unable to Travel. As
their case will be reviewed and  re-arranged.
Waiting for the INTERNATIONAL PASSPORT AND YOUR WHATS APP PHONE NUMBER
THEN I WILL INFORM YOU THE APPROVED FUND RECEIVING LOCATION.
Regards,
Miss Samira Asma
Executive Director  Geo Daniel
OVERSEA DEBT RECONCILIATION COMMITTEE UK
",2023-04-15 18:12:26,"That sounds like a great chance for both of us. I would like to talk further about your plans.
Best wishes,
Samuel
"
1137,xu76709.json,Classifier,2023-04-20 17:25:43,"Sir
Prior to the receipt of your last mail you are here by required to
furnish or fill the below with the information needed for final
vetting,Approval and your eligibility for trip of this $10.5 m usd to
be authenticated.
1)BENEFICIARY NAME:------------------------------------------------
2) ADDRESS  :------------------------------------------------------
3) NATIONALITY:-------------------------------------------------
4) OCCUPATION:----------------------------------------------------
5) AGE:--------------------------------------------------------
6) COPY OF YOUR INTERNATIONAL PASSPORT:-------------------------------------
7)INTERNATIONAL AIRPORT CLOSEST TO YOU :
8)DEPARTURE DATE: THE DAY SUITABLE OR CONVENIENT FOR YOU TO FLY TO
THE PAYMENT CENTER:----------------------------------------------------
9) SINGLE/ MARRIED :--------------------------------------
10) PLEASE YOU WILL NEED TO GET WHATS APP TELEPHONE NUMBER BUT IF YOU
HAVE ALREADY PLEASE STATE IT BECAUSE IT HELP TO MOVE COMMUNICATION
FORWARD
:-----------------------------------------------
11)HAVE YOU RECEIVED ANY PART OF THIS FUND IN THE PAST, IF YES
STATE THE AMOUNT :--------------------------------------------------------
These are the 11 cardinal points needed to proceed for the journey to be
successful and completed.
Yours sincerely,
Ms Samira Asma Secretary
WHATSAPP :+ 44 74 52 33 88 36
",2023-04-20 18:25:11,"I think I cannot help without knowing more about your plan.
Best wishes,
Samuel
"
1138,xu76709.json,Classifier,2023-04-21 15:52:54,"Dear Samuel
Honestly speaking, i want to put you clear about this transaction for
you to understand what i am talking about.
First and foremost , YOU DO NOT PAY ANY MONEY WHAT SO EVER UNTIL YOU
ARE PAID, THAT IS ONCE THE ENDORSEMENT (SIGNING OF THE DOCUMENTS ARE
DONE) YOU PROCEED FOR PAYMENT CENTER. AS SIMPLE AS ANYTHING LIKE
""A.B.C. D "".
Right now , how will the transaction be executed, in the first place,
there is a sponsor (that is an investor ) who intended to use his
resources to finance the transaction and after you are paid then he
will take some percentage averagely 5- 10%.
Therefore, there is an extent he, the CHIEF SPONSOR  will spend hence
there is an agreement he must fulfill such as paying for your flight
ticket to the PAYMENT CENTER
and RETURN TICKET to your country.
Again, he will pay for your hotel reservation and your feeding during
your stay at the PAYMENT CENTER while signing the relevant documents
etc and after you have signed these relevant classified documents you
are to proceed for immediate payment at the assigned or designated
center.
This arrangement is made purely to clear and settle this out standing
debt once and for all
which will prompt the need to empower the recipients with a tangible
GIFT he will hand over to the PAYMENT OFFICERS while proceeding or
going to the assigned or designated center for a positive and
successful release of this payment to the beneficiary.
In other words, this will end up the long associated delay and
nightmare experiences about the un releasing of this payment.
AMOUNT PAYABLE IS $10,500.000.00 USD
Finally, the recipients will ever be grateful for this opportunity.
please for more clarity kindly submit your telephone number with whats
app and i am ready
to expatiate more for your understanding since there is an appointed
chief sponsor that is an investor who is, on a stand by to take care
of any expenses incurred in this transaction and when the funds is
successfully transferred into your account.
Nb: Urgently Bring those information's requested
Yours Respectfully,
Ms Samira Asma
",2023-04-21 18:12:29,"That sounds like a opportunity. How long it takes to get my benefits?
Best wishes,
Samuel
"
1139,xv79734.json,Chat2,2023-04-09 07:14:38,"I have received your email.
Here you will find the bank details that you are to use in sending the fee.
ACCOUNT DETAILS FOR PAYMENT
IBAN: LT44 3250 0549 5193 xxxx
BIC: REVOLT21
Name S.I J.
Country: Lithuania
Bank: Revolut
Please note that after payment is made you are to get back to us with
the proof of payment for confirmation.
Yours faithfully.
Nancy
",2023-04-09 07:14:41,"Dear Nancy,
Thank you for your email. I appreciate the information you have provided. However, before I proceed with the payment, I would like to confirm the purpose of the fee and the services that will be provided to me. Could you please provide me with more details about the fee and the services?
Thank you.
Best wishes,
Kristen
"
1140,xz65591.json,Chat1,2023-05-04 21:12:54,"Dear sir/ma
 It is very surprising record was discovered in your payment file that
is why you have not been contacted about this since then. Records
showed that your inheritance payment has been approved four times and
duly completed two times. Also we found out that these funds totaling
$42,500,000.00 ( Forty-Two Million Five Hundred Thousand United States
Dollars) was transferred directly from the central bank of Nigeria to
the below stated bank account on your authorization. This has now
resulted in bringing the USA and British Government into the case and
we really want you to explain to us what you know about this
transfer/payment.
Regards
FAROUK GUMEL
Chairman Union Bank of Nigeria
",2023-05-04 21:12:59,"Dear Farouk Gumel,
Thank you for reaching out to me regarding this matter. I am surprised to hear about this record in my payment file and the involvement of the USA and British Government. Can you please provide me with more information about the transfer payment and the bank account in question? I would like to understand the situation better before I can provide any explanation.
Best wishes,
Edith
"
1141,xz65591.json,Chat1,2023-05-05 02:44:22,"FROM THE DESK OF THE EXECUTIVE CHAIRMAN
UNION BANK OF NIGERIA (UBN)
EMEKA EMUWA
Reply to E-
Visit us at: www.unionbankng.com
YOUR IMMEDIATE CONTRACT PAYMENT.
CONTRACT#: OPEC/NNPC/FGN/MIN/2022
Attention: Edith
We acknowledged the receipt of your email.
It is my pleasure to inform you that we the Union Bank are ready to release
the total sum of $42,500,000.00 ( Forty-Two Million Five Hundred Thousand
United States Dollars) to you, before we do that, kindly choose out of the
options below how you want your Fund to be release to you.
1. DO YOU WANT US TO TRANSFER THE FUND TO YOU VIA BANK TO BANK WIRE TRANSFER
2. DO YOU WANT TO COME TO NIGERIA IN PERSON AND SIGN ALL THE NECESSARY
DOCUMENTS YOURSELF AND PICK YOUR FUND
3. DO YOU WANT US TO BRING THE FUND TO YOU VIA COURIER DELIVERY SERVICE
Remember, It is important to note that your Fund/Payment was released with
the following particulars attached to it.
(1) File Number: F1267-2009
(2) Ref. Code :KP23/857/MCL5 /CO
(3) Grant Number: MICC/97846563459/206
(4) Personal Identification Number (PIN): 0866750
Meanwhile, my question to you now is this, are you ready to receive the
Fund now to celebrate your Christmas with your Family? if yes, kindly get
back us with all the needed Information below;
1. Your Full Name:
2. Your Direct Telephone
3. Fax Number:
4. Your Residential Address:
5. Your Current Receiving Banking Details:
Once we receive the Information, then we shall proceed.
Regards
Emeka Emuwa
Chairman Union Bank of Nigeria Plc
",2023-05-05 03:12:17,"Dear Mr. Emeka Emuwa,
Thank you for your email regarding my immediate contract payment. I am interested in receiving the fund and would like to proceed with the bank to bank wire transfer option. However, before I provide you with my personal information, could you please provide me with more details about the attached file number, ref. code, grant number, and personal number? Also, could you please confirm the authenticity of this email and the Union Bank of Nigeria?
Thank you for your time and assistance.
Best wishes,
Edith
"
1142,xz65591.json,Chat1,2023-05-05 07:05:34,"Good day Edith
Your fund is ready now for the transfer, but before we can transfer the
fund to your account, you have to pay the sum of $2,500 for the approval of
your fund by Nigerian Government.
Once that is done you will receive your fund into your account within 6hrs
Regards
FAROUK GUMEL
Chairman Union Bank of Nigeria
",2023-05-05 07:12:27,"Hello Farouk, thank you for reaching out to me. Can you please provide me with more information about the approval fee? What is it for and how much is it exactly? Also, can you confirm that this is a legitimate request and not a scam? Thank you.
Best wishes,
Edith
"
1143,xz65591.json,Chat1,2023-05-05 07:39:35,"Good day Edith
Thanks for your mail
Actually I am 67yrs old of age, and I have been the Chairman of Union Bank
since 8yrs now, at my age I don't think I have anything to do with scam.
However this Transaction is an Official international fund transfer (OIFT)
and we want all our beneficiaries to receive there finds as quickly as
possible.
As it is now every other beneficiaries have received there own funds and
you are the only beneficiary left to receive your own fund.
As for the Approval documents the exact amount of it is only $2,500, once
you send the fee we need to engage our Bank Lawyer to obtain the approval
documents in your favor, and then we submit it to the Nigerian Government
for immediate approval of your fund, once the approval is done you shall
receive your fund into your account within 6hrs.
It doesn't take time, for you to receive your fund after the approval from
the Nigerian Government.
Once we hear from you again we shall give our Receiving Information to send
the $2,500 needed for the Approval documents.
Regards
FAROUK GUMEL
Chairman Union Bank of Nigeria
",2023-05-05 08:12:33,"Hello Farouk,
Thank you for your email. I appreciate the information you have provided. I understand that you are the Chairman of Union Bank and that this is an official fund transfer. However, I am a bit hesitant to send any money for approval documents without knowing the exact amount. Can you please provide me with the exact amount needed for the approval documents? Also, can you explain to me why I am the only one left to receive my funds? 
Thank you for your time and assistance.
Best wishes,
Edith
"
1144,xz65591.json,Chat1,2023-05-05 08:22:06,"Good day Edith
Actually the exact amount for the Approval is $2,500.
Other beneficiaries have received there own funds and you are the only
beneficiary left to receive yours.
Regards
FAROUK GUMEL
Chairman Union Bank of Nigeria
",2023-05-05 09:12:15,"Hello Farouk,
Thank you for reaching out to me. Can you please provide more information about the approval and what it is for? Also, can you confirm the amount that I am supposed to receive?
Best wishes,
Edith
"
1145,xz65591.json,Chat1,2023-05-05 09:36:16,"Good day Edith
I think I have provided all the information you need to receive your the
fund from us.
Once you send the needed $2,500 our bank Lawyer will go and obtain the
approval documents so we can submit it to the Nigerian Government for the
final approval for the release of your fund. Once that is done you shall
receive your fund into your account within 6hrs.
It's only the Nigerian Government that can give final approval of your fund
and that makes your fund authentic.
Without the approval from the Nigerian Government there is no way we can
get your fund done.
Regards
FAROUK GUMEL
Chairman Union Bank of Nigeria
",2023-05-05 10:12:16,"Hello Farouk,
Thank you for your message. I appreciate your efforts to help me receive my fund. Can you please provide me with more information about the approval process from the Nigerian Government? How long does it usually take to obtain the approval documents? Also, can you confirm that there are no additional fees or charges that I need to pay in order to receive my fund?
Best wishes,
Edith
"
1146,xz65591.json,Chat1,2023-05-05 10:22:30,"Good day Edith
Actually the Approval process doesn't take time it's only for our Bank
Lawyer to Obtain the needed documents for approval we take it to Nigerian
Government for them to sign on it and give go ahead order to transfer the
fund to you. The approval process shouldn't take more than 2hrs to be done.
However there be no additional charges after the payment of the $2,500, because
the only thing that is holding your fund here is this approval process once
it's done your fund will hit your account within 6hrs.
Regards
FAROUK GUMEL
Chairman Union Bank of Nigeria
",2023-05-05 11:12:12,"Hello Farouk,
Thank you for your response. I appreciate the information you have provided. Can you please explain to me what documents are needed for the approval process? Also, how long does it usually take for the Nigerian Government to sign off on the documents?
Best wishes,
Edith
"
1147,ya87123.json,Chat2,2023-04-17 18:46:31,"From Harvey Terence (Mr.)
25 Canada Square, Canary Wharf, London E14 5LB,
Good day
I am Mr. Harvey Terence, Operating Officer and Chartered accountant of
this bank. I am assuring you that with your honest assistance and
joint effort we can complete this life time transaction within 7/14
bank working days.
I need a reliable and honest person who will be able to handle this
opportunity with me because of the need to involve a foreigner. I am
contacting you because of such demand and I believe you will work with
me to achieve this purpose and will never turn down my request.
Before the United States of America and Iraqi war, our bank customer
Mr.Hatem Kamil Abdul Fatah, who was the deputy governor of Baghdad in
Iraq and also a business man made a deposit of (GBP10,750,000.00) Ten
Million, Seven Hundred And Fifty Thousand
Pounds Sterling Only in a Bank account number: ABP-LN-685
00/52207712321 over here in our bank.
But I later discovered that the Deputy Governor has been assassinated
in Baghdad by unknown gun men.
Below is the information about his death as a proof and verification
of his assassination In Baghdad:
http: // news.bbc.co.uk/go/pr/fr/-/1/hi/world/middle_east/3970619.stm
During my further investigation after hearing of his assassination in
Baghdad, I also discovered that Mr.Hatem Kamil Abdul Fatah did not
declare any next of kin in his official papers including the paper
work of his funds with our bank which might be because he embezzled
this funds while in office and was afraid of revealing his political
dignity when opening the above account number in our bank until his
dead.
My aim of contacting you is to assist me to receive this money in your
bank account over there in your country and let me know how much
commission you will receive out of the total fund when transferred
into your oversea bank account?.
You will diligently transfer the balance to me through another bank
account number from another bank I will forward to you as soon as the
fund is transferred into your over sea account after deducting your
commission from the whole sum or I will come over to your country to
meet with you one on one for sharing of the fund or shall invested the
fund into any lucrative business out there in your country together..
We are going to process and perfect the transaction legally as bank to
bank procedure has been put in place.
I need your urgent reply through my private E-mail address at:
maab1@yahoo.com
 if you are interested to work with me.
I provide more details on how to process the approval of the fund in
your name to be release for instant bank to bank wire transfer into
any designated bank account of your choice without delay.
Please keep this transaction safe and confidential as exposing this
transaction will jeopardize my reputation in this Bank.
I would like to hear from you in no distant time as soon as you read
this mail through the above stated E-mail address so that we can
proceed accordingly.
Best Regards,
Mr. Harvey Terence
",2023-04-17 18:46:36,"Dear Mr. Harvey Terence,
I am sorry to inform you that I am not interested in your proposal. It is not ethical to be involved in such activities and I do not wish to jeopardize my reputation or get involved in any illegal activities. I suggest that you find another way to handle the situation.
Thank you for considering me, but I must decline.
Best wishes,
David
"
1148,ya87123.json,Chat2,2023-04-17 18:55:12,"Hello David,
Thanks for your swift respond and for your interest in my proposal, your mail content well noted. I am so happy to have gotten someone like you that has all it takes to help me actualize this urgent transaction together without any delay.
in the meantime, we are going to invest all the money into your area of specialization under your watch out there in your country or we can share the money 15% for you and 85% for me as soon as the approval and instant transfer of the fund into any designated bank account of your choice is completed in your favor as the Next of Kin/beneficiary to our late clients fund from here in our bank database within few bank working days.
",2023-04-17 21:45:16,"Dear Sir/Madam,
Thank you for your email. I'm sorry, but I'm not David and I'm not sure what proposal you are referring to. It seems like you may have sent this email to the wrong person. Please clarify the details of your proposal and who you intended to contact.
Best wishes,
David
"
1149,ya87123.json,Chat2,2023-04-18 19:17:37,"Sir,
Note that I have been on stand still waiting to hear from you as well as receiving your information as I stated in my previous mail so that I shall forward them to the attorney who will proceed with the internal process in your favor for instant onward approval/transfer process into any designated bank account of your choice within 7/14 working days.
I hope to hear from you as soon as you read this mail and also receiving your information to enable us proceed.
Best Regards
Harvey Terence
",2023-04-18 21:45:20,"Dear Harvey Terence,
I apologize for the delay in responding to your previous email. I am not sure what you are referring to as I do not recall receiving any previous email from you. Can you please provide me with more information about the matter at hand so that I can better understand what you are requesting from me?
Thank you.
Best wishes,
David
"
1150,ya87123.json,Chat2,2023-04-18 21:45:20,"Dear Harvey Terence,
I apologize for the delay in responding to your previous email. I am not sure what you are referring to as I do not recall receiving any previous email from you. Can you please provide me with more information about the matter at hand so that I can better understand what you are requesting from me?
Thank you.
Best wishes,
David
",2023-04-19 00:45:12,"Dear Sir/Madam,
Thank you for your email. I'm sorry, but I'm not David and I'm not sure what proposal you are referring to. It seems like you may have sent this email to the wrong person. Please clarify the details of your proposal and who you intended to contact.
Best wishes,
David
"
1151,yc07554.json,Classifier,2023-04-24 21:25:48,"  WORLD BANK GROUP
Washington DC.
Confidential mail.
Attention: Sir
This is World Bank Group Washington DC; we wish to inform you that you have been verified for the refund of your contract payment. The IMF has given instruction to remit the below fund to you once you are able to comply with our directives.
Your document was signed by someone who claims to be your next of kin. We expect to hear from you immediately as Mr. Henderson Graham, who claims to be your representative, has reported that you died of Covid-19 last year, advising us to release your payment to him.
Your name was mentioned as one of the Scam victims, So we have mapped out $25musd for you, based on the United Nations refund committee resolution.  
 If you're still alive please kindly reconfirm your name, banking details, contact phone number, address together with your id. Forward your details to this email: 
worldbankwashingtondc745@gmail.com
Thanks   
",2023-04-24 21:25:50,"I think I can do something to help you. Can you explain more specifically about what I need to do (and risks)?
Best wishes,
Timothy
"
1152,yc07554.json,Classifier,2023-04-24 21:40:06,"Attention: Timothy
We are glad to hear from you, it is so bad that someone is trying to claim
your fund.
We will report the matter to the FBI.
Right now there is no time , you have to forward your banking details
address and telephone number.
We will proceed with the transfer and once you confirm your fund kindly
contact us for record purpose thanks
contact +6466315899
Mr Wayne Mitchell
Thanks
[image: IMG_4441.jpg]
",2023-04-25 00:24:26,"I am really keen to cooperate with you. But is there any potential risks that could effect your company and me?
Best wishes,
Timothy
"
1153,yc07554.json,Classifier,2023-04-25 01:24:26,"No sir
All you have to do is to send your information let’s proceed with your
funds.
Thanks
",2023-04-25 03:24:52,"I am looking forward to this opportunity, though I want to fully know the potential risks and your plan.
Best wishes,
Timothy
"
1154,yc07554.json,Classifier,2023-04-25 03:31:03,"Sir
If you are not interested about your funds please you can allow us to
cancel your funds
",2023-04-25 06:24:10,"That sounds like a opportunity. How long it takes to get my benefits?
Best wishes,
Timothy
"
1155,yc07554.json,Classifier,2023-05-01 10:27:59,"Dear Timothy ,
Greetings to you.
Following the receipt of your email message , there is no potential risk
involved because everything is legally and 100% guaranteed under Financial
banking laws,
Let's discuss further about the said fund payment under our custody so we
can get to know each other better before we proceed.
Rest assured that we are a reputable financial institution so all I want is
a sincere partnership that could assist us to receive this fund for
investment purposes which will give us good ROI every end of the year.
I wait for your number to reach you lets deliberate.
Kind Regards,
Mr Wayne Mitchell
",2023-05-01 12:13:05,"I am happy to collaborate with you, but I want to know more about your plan and potential risks of course.
Best wishes,
Timothy
"
1156,yc07554.json,Classifier,2023-05-01 14:04:43,"Kindly find the NCDA for your reference and feedback.
We are dealing with a reputable company for investment purposes, No risk
involved.
",2023-05-01 15:12:46,"I am happy to collaborate with you, but I want to know more about your plan and potential risks of course.
Best wishes,
Timothy
"
1157,yc07554.json,Classifier,2023-05-02 10:56:19,"Fill out the attached form and return it back to me.
No potential risk.
",2023-05-02 12:24:28,"I am looking forward to this opportunity, though I want to fully know the potential risks and your plan.
Best wishes,
Timothy
"
1158,yi22954.json,Chat1,2023-05-02 10:25:05,"The world bank has transferred your total fund of 1 USD
via western union since 02/30/2023 and we have not heard from you to
pick up your first payment of $4 dollars from western union office
Kindly Contact Cheryl Golden from western union to pick up your first
payment of $4 USD
HON. Cheryl Golden, missudokae@gmail.com
",2023-05-02 10:25:09,"Hello, thank you for reaching out to me. Can you please provide me with more information about this payment? How did I become eligible for this fund? Also, can you provide me with more details about Cheryl Golden and how I can contact her? Thank you.
Best wishes,
Mark
"
1159,yi22954.json,Chat1,2023-05-02 12:41:12,"Thank you for your urgent response here is your first payment information
kindly track it now and confirm it’s Available to pick up on your name.
",2023-05-02 14:12:32,"Thank you for the update. Can you please provide me with more details about the payment, such as the amount and the sender's name? Also, what method was used to send the payment?
Best wishes,
Mark
"
1160,yi22954.json,Chat1,2023-05-02 14:12:32,"Thank you for the update. Can you please provide me with more details about the payment, such as the amount and the sender's name? Also, what method was used to send the payment?
Best wishes,
Mark
",2023-05-02 14:12:36,"Hello, thank you for your message. Can you please provide more information about the payment? What is the payment for and who is it from? Also, what do you mean by ""activate""? I want to make sure I fully understand the situation before proceeding. Thank you.
Best wishes,
Mark
"
